web-scraper-order,web-scraper-start-url,total_ads,ad_id,date,ad_status,ad_count,ad_text,ad_cta_text,ad_video,url,ad_brandname,ad_cta_domain,ad_cta_title,ad_cta_subtitle
1692267351-969,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.44E+15,15-Aug-23,Active,2,"Get the cold brew box that keeps selling out! wanderingbear.com 🐻 With 10,000 5-Star reviews, 6+ smooth, bold flavors, and no added junk, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/366762396_226277436642363_4697031976604692987_n.?_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=8eyJ9xa4BG8AX8U4TDi&_nc_ht=video.fblr2-1.fna&oh=00_AfAuZCnglE-zahW_zyHBleVhSApJQtj9VASnvH2RbAWTEQ&oe=64E27E92,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-970,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.46E+15,14-Aug-23,Active,5,IT'S HERE! IT'S BACK! GET IT BEFORE IT SELLS OUT! 🏃‍♀️,Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/367169840_316729857489045_5332676263555662094_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=7aCeBWhdjEMAX8qz95U&_nc_ht=scontent.fblr2-2.fna&oh=00_AfD0Bgr6l8E8qXdiikGgjJgxOiJ2Jk68rSFEMayMgwDZZA&oe=64E33439,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Pumpkin Spice Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-971,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,3.53E+15,14-Aug-23,Active,3,IT'S HERE! IT'S BACK! GET IT BEFORE IT SELLS OUT! 🏃‍♀️,Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/366697035_275113455225921_2266715859876796922_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=XRFORHSsOJMAX9BRA4Q&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDum5J8fzJ4masA5jMV0P9XJfKP78nexGXyUZuPatBcDw&oe=64E2721F,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Pumpkin Spice Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-972,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.64E+14,14-Aug-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/366581495_849584696766408_4403539976694338585_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=SDm6_1Ue8k8AX_4A_Um&_nc_ht=scontent.fblr2-2.fna&oh=00_AfC32vxaG2_OVLn8jNPsAL2D7Ayl0Tb2_NCZTrO2FV0Xpg&oe=64E3B38E,Home Sweet Hacks,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs 3-for-1,"Over 10,000 5 Star Reviews"
1692267351-973,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.08E+15,14-Aug-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/366701159_204227932370992_6641199960087969540_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=mpTp39-LtL0AX98d1Iv&_nc_ht=scontent.fblr2-1.fna&oh=00_AfB1nZwIg3Mq14Jspm3HxjUZRKmV9_SKp5To8rS5VBZ1Gw&oe=64E200DA,Home Sweet Hacks,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs 3-for-1,"Over 10,000 5 Star Reviews"
1692267351-974,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.35E+15,14-Aug-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/367448853_251135314513283_2243009890933513064_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=iRj4R3xaeqsAX_GPYXV&_nc_oc=AQk3YnQ05oXha-wTUxZsgpxefTZLPPQvqR4poYMX2AHKcWy-AMuD68G0YcYnOdiR3Bo&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDFwAKw2WvFNOdHbcY7711fgkDrQslezX2rZ5Wvb6MIFQ&oe=64E3D937,Home Sweet Hacks,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs 3-for-1,"Over 10,000 5 Star Reviews"
1692267351-975,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,6.16E+14,10-Aug-23,Active,2,IT'S HERE! IT'S BACK! GET IT BEFORE IT SELLS OUT! 🏃‍♀️,Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/366101967_688000693171554_965663709920898722_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=vKUl9jjQC9kAX8k5VJD&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCLFpmbsPAIwLTpEd348KTuR3Hp1zE143TuTjlIaWGa0Q&oe=64E2BA83,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Pumpkin Spice Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-976,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.34E+15,10-Aug-23,Active,2,IT'S HERE! IT'S BACK! GET IT BEFORE IT SELLS OUT! 🏃‍♀️,Learn More,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/366807909_975851047007011_9083769460036593467_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=gAFhB8AbRosAX9jOR6f&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDDWujFHJejbI6DzMQMPbO4Ig4XNPrJZj6QQpm4A4fcCA&oe=64E37968,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Pumpkin Spice Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-977,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.83E+14,08-Aug-23,Active,,"""AMAZING TASTE! SO SMOOTH! Love cold brew and this is insanely good. It feels like a boujee cafe on my tastebuds.""


Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/300921270_1262325631250632_5888213631612238594_n.mp4?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=MKoUqFk_AH8AX_FOVVK&_nc_ht=video.fblr2-2.fna&oh=00_AfC22mWwO5Loi6gao2pcmOkocRmMPApr1vDqmlZP_k-VdA&oe=64E28029,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,10% Off - Code: BREW10,"Over 8,000 5 Star Reviews"
1692267351-978,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,9.57E+14,08-Aug-23,Active,,"""AMAZING TASTE! SO SMOOTH! Love cold brew and this is insanely good. It feels like a boujee cafe on my tastebuds.""


Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/300095450_610838570439817_7730094951566586110_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=kNqv4c5-5wwAX8dkEMi&_nc_ht=video.fblr2-2.fna&oh=00_AfAmcOkAAzG4KzhNPYEWZHTsV6LujTY9yxHh1blpt2-_kw&oe=64E227A0,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,10% Off - Code: BREW10,"Over 8,000 5 Star Reviews"
1692267351-979,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,1.04E+15,08-Aug-23,Active,,"""AMAZING TASTE! SO SMOOTH! Love cold brew and this is insanely good. It feels like a boujee cafe on my tastebuds.""


Wanderingbearcoffee.com --->
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/364954377_1040711107102032_2299584669769641452_n.?_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=WPA9eJPIcPkAX-XKLwy&_nc_ht=video.fblr2-1.fna&oh=00_AfAMC9UT9Lx493by1_Lb_qFCHA5sOUBCHE8n8JHxD8kZhg&oe=64E36283,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,10% Off - Code: BREW10,"Over 8,000 5 Star Reviews"
1692267351-980,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,6.75E+15,08-Aug-23,Active,,"""AMAZING TASTE! SO SMOOTH! Love cold brew and this is insanely good. It feels like a boujee cafe on my tastebuds.""


Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/364958906_6754045617972963_6916228473493955404_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=cdHqUH3eCQ0AX_ZMYDy&_nc_ht=video.fblr2-1.fna&oh=00_AfBL7yNs7gnbol148CKFbx3bXPyG9LYDCTTgQPR8okkQcw&oe=64E38263,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,10% Off - Code: BREW10,"Over 8,000 5 Star Reviews"
1692267351-981,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,9.76E+15,08-Aug-23,Active,,"""AMAZING TASTE! SO SMOOTH! Love cold brew and this is insanely good. It feels like a boujee cafe on my tastebuds.""


Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵  Recyclable & 🌱Organic
⭐3500+ 5-Star Reviews
🧊 Stays Fresh",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/366758745_9758370044235010_8791184239343800123_n.?_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=DCC5K-qUsVMAX9bUdqm&_nc_ht=video.fblr2-2.fna&oh=00_AfBKmadbbUW0-c6F-VnyQH9iPZ4Xcw4a6KAAWlELZDfR0w&oe=64E2BBA3,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,10% Off - Code: BREW10,"Over 8,000 5 Star Reviews"
1692267351-982,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,8.48E+14,08-Aug-23,Active,,IT'S HERE! IT'S BACK! GET IT BEFORE IT SELLS OUT! 🏃‍♀️,Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/365435589_848396972928553_3195601639585419912_n.?_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=hi9QpvignfsAX8_mw0e&_nc_ht=video.fblr2-2.fna&oh=00_AfAgJAmU-F6nIWdJcJiMNBjRsTAQO2cVdDj49zPKgA0UOQ&oe=64E2847B,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Pumpkin Spice Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-983,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,8.25E+14,08-Aug-23,Active,,IT'S HERE! IT'S BACK! GET IT BEFORE IT SELLS OUT! 🏃‍♀️,Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/365368535_825439502310113_6521173990557773226_n.?_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=URwkRUmF_fUAX9x5oXH&_nc_ht=video.fblr2-1.fna&oh=00_AfAgZ20uNqistsP3tu-rivN627bhsnUFuny_4HHy_T69og&oe=64E25226,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Pumpkin Spice Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-984,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,8.12E+14,08-Aug-23,Active,2,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/365389661_811827154018735_2473645276778552553_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=WFHVmiy2sVEAX-WbWLf&_nc_ht=video.fblr2-1.fna&oh=00_AfAZVt8ZyrqCdk3V8nQVW9QRxWpNFdPR7cTPR93ukfWKAw&oe=64E321DA,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-985,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.31E+14,08-Aug-23,Active,2,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/364960521_231276883215031_1260165373649552547_n.?_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=ubMwN3pb0v8AX9uwMIZ&_nc_ht=video.fblr2-1.fna&oh=00_AfAuyZJ5gAr2uGybTP1DD0gX2XyNS7PK07roi3Qu8AA5ew&oe=64E252BC,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-986,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,5.98E+14,08-Aug-23,Active,2,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/364972397_597535869028351_3338166535009270054_n.?_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=hbZovn_FVZsAX-x5NVZ&_nc_ht=video.fblr2-1.fna&oh=00_AfDYuKij86uLAOeIwLVoK77kCsDW32JcZl7Rrr64UNEm9w&oe=64E392C1,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-987,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,9.64E+14,08-Aug-23,Active,2,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,https://video.fblr2-2.fna.fbcdn.net/v/t42.1790-2/364957852_963645698260470_2239361759217782528_n.?_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=YuQE4bhQEwsAX-kjCxo&_nc_ht=video.fblr2-2.fna&oh=00_AfBvT0p2BJxdGIybhJ0t5H_IGp7yOeWKF9If0VEXRZpI4A&oe=64E3D4D4,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-988,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,9.85E+14,08-Aug-23,Active,2,"Roll out of bed to delicious cold brew on tap in your fridge. wanderingbear.com 🐻 With 6+ smooth, bold flavors, no added junk, and 10,000+ 5-Star reviews, this is the  ultimate fuel for your summer vibez. 😎🌴 

💯Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻‍♂️💨Each glass = 2 espresso shots. Zoom zoom!
😋We have all your favorite flavors
 ♺Recyclable & 🌱Organic
⭐️10,000+ 5-Star Reviews
🧊 Stays Fresh for longer

#ColdBrew #SummerVibesOnly",Learn More,https://video.fblr2-1.fna.fbcdn.net/v/t42.1790-2/364971853_984632202681206_3875238120692550995_n.?_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=36k64mWS3AUAX_bRNzl&_nc_ht=video.fblr2-1.fna&oh=00_AfDOaNm25QsvxAZI_bUcHIhlC1mh3C0cv4F6aEvmTXrg4g&oe=64E1F7F2,,Wandering Bear Coffee,WANDERINGBEARCOFFEE.COM,Coffee Shop Quality Cold Brew on Tap,"10,000+ 5-Star Reviews"
1692267351-989,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,2.40E+14,05-Aug-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/365957087_2380436658795874_782075156309919407_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=3sR-zKPl9ksAX-2SWis&_nc_ht=scontent.fblr2-2.fna&oh=00_AfA7C0VEa39vWgCLNZlJYy4Ob-gEwVPKf9jDn_PuNHpuQQ&oe=64E240FD,Home Sweet Hacks,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs 3-for-1,"Over 10,000 5 Star Reviews"
1692267351-990,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22wanderingbearcoffee.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~110 results,3.05E+14,05-Aug-23,Active,,"CANCEL your old boring coffee routine & try our 3-for-1 Cold Brew Variety Pack!  Three tasty flavors at the price of one larger box, delivered right to you. Enjoy the fresh smell and fresher taste of our cold brew in ready to drink 32 oz cartons, perfect for at home or on the go. 

Try today and add some excitement back into your morning routine.

Wanderingbearcoffee.com ---> 
💯 Satisfaction guaranteed or your money back - We’re a small team that stands behind our product.
🚫 No more coffee stomach aches - no added sugar or dairy
⚡️🏃🏻💨 Each glass = 2 espresso shots. Zoom zoom!
😋 We have all your favorite flavors
♵ Recyclable & 🌱Organic
⭐10,000+ 5-Star Reviews
🧊 Stays Fresh",Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/366006904_24189355803988832_4483741716378283220_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=ZaKnHM6rpp0AX9GS6NR&_nc_ht=scontent.fblr2-2.fna&oh=00_AfB0J9teqaY2r2bhwZxH0zxDnkajqLGwrqwkyglznNur7w&oe=64E297EE,Home Sweet Hacks,WANDERINGBEARCOFFEE.COM,🚨COFFEE ALERT🚨 32oz Variety Packs 3-for-1,"Over 10,000 5 Star Reviews"
